Symbol,Company Name,Date-Start,Date-End,Sector,Delisting-Date
ALFIQ,Alfi Inc,,2022-10-24,Utilities,2022-10-24
ALFO,Alford Refrigerated Warehouses Inc,1999-08-23,2001-01-25,Industrials,2001-01-25
ALGI,American Locker Group Inc,1985-05-15,2006-03-31,Consumer Discretionary,2015-09-22
ALGO,Algos Pharmaceutical Corp,1972-12-14,2000-07-17,Healthcare,2000-07-17
ALGOF,Algoma Steel Inc,,2002-01-30,Materials,2002-01-30
ALGXQ,Allegiance Telecom Inc,,2004-06-30,Communication Services,2004-06-30
ALI,Alterra Healthcare Corp,1968-05-14,2003-01-22,Healthcare,2003-01-22
ALIF,Artificial Life Inc,1998-12-17,2001-08-17,Communication Services,2001-08-17
ALIM,Alimera Sciences Inc,2010-04-22,2024-09-13,Healthcare,2024-09-13
ALIZY,Allianz Se,,2009-10-30,Financial,2009-10-30
ALJ,Alon Usa Energy Inc,2005-07-28,2017-06-30,Energy,2017-06-30
ALJJ,Alj Regional Holdings Inc,2016-05-11,2022-09-09,Utilities,2022-09-09
ALLB,Alliance Bancorp Inc Of Pennsylvania,1998-03-31,2015-10-09,Financial,2015-10-09
ALLGF,Allego Nv,,2024-08-22,Utilities,2024-08-22
ALLI,Allion Healthcare Inc,2005-06-22,2010-01-13,Healthcare,2010-01-13
ALLK,Allakos Inc,2018-07-19,2024-12-31,Healthcare,2025-05-14
ALLP,Alliance Pharmaceutical Corp,1989-02-27,2002-10-17,Healthcare,2008-12-17
ALLSA,Allstream Inc,2003-06-27,2004-06-04,Communication Services,2004-06-04
ALLSB,Allstream Inc,2003-06-27,2004-06-04,Communication Services,2004-06-04
ALNAQ,Allena Pharmaceuticals Inc,,2022-09-07,Healthcare,2022-09-07
ALNC,Alliance Financial Corp,1999-01-21,2013-03-08,Financial,2013-03-08
ALNK,Amerilink Corp,1994-08-12,1999-07-29,Communication Services,1999-07-29
ALO,Alio Gold Inc,1962-07-02,2020-06-30,Industrials,2020-06-30
ALOG,Analogic Corp,1972-12-14,2018-06-22,Industrials,2018-06-22
ALOY,Alloy Inc,1975-03-17,2010-11-09,Communication Services,2010-11-09
ALPH,Alphanet Solutions Inc,1996-03-21,2003-06-25,Technology,2003-06-25
ALPN,Alpine Immune Sciences Inc,1972-12-14,2024-05-17,Healthcare,2024-05-17
ALPP,Alpine 4 Holdings Inc,2021-10-20,2024-10-17,Communication Services,2024-10-17
ALPSQ,Alpine Summit Energy Partners Inc,,2023-07-20,Energy,2023-07-20
ALR,Alerislife Inc,1965-11-30,2023-03-17,Materials,2023-03-17
ALRC,Alternative Resources Corp,1994-05-03,2001-06-19,Energy,2004-07-23
ALSE,Alseres Pharmaceuticals Inc,1984-03-13,2009-05-07,Healthcare,2014-12-31
ALSK,Alaska Communications Systems Group Inc,1999-11-18,2021-07-22,Communication Services,2021-07-22
ALSM,Alphasmart Inc,2004-02-06,2005-06-27,Technology,2005-06-27
ALTA,Altabancorp,1972-12-14,2021-09-30,Financial,2021-09-30
ALTE,Alterra Capital Holdings Ltd.,1981-11-11,2013-04-30,Financial,2013-04-29
ALTH,Allos Therapeutics Inc,2000-03-28,2012-09-05,Healthcare,2012-09-05
ALTM,Arcadium Lithium PLC,1998-05-12,2024-12-31,Materials,2025-03-05
ALTR,Altair Engineering Inc,1988-03-31,2024-12-31,Industrials,2025-03-25
ALTUQ,Altus Pharmaceuticals Inc,,2011-03-22,Healthcare,2011-03-22
ALTV,Alteva Inc,2013-02-04,2015-12-21,Communication Services,2015-12-21
ALU,Alcatel Lucent,1989-09-26,2016-02-24,Communication Services,2016-02-24
ALVRQ,Alvarion Ltd.,,2016-01-14,Communication Services,2016-01-14
ALXA,Alexza Pharmaceuticals Inc,2006-03-08,2016-06-16,Healthcare,2016-06-20
ALXN,Alexion Pharmaceuticals Inc,1996-02-28,2021-07-20,Healthcare,2021-07-21
ALY,Allis Chalmers Energy Inc,1969-01-15,2011-02-23,Energy,2011-02-23
ALYAF,Alithya Group Inc,,2024-02-08,Financial,2024-02-08
ALYNQ,Alyn Corp,,2000-08-01,Communication Services,2000-08-01
ALYS,Alysis Technologies Inc,1999-09-28,2001-01-18,Communication Services,2001-01-18
AMAC,American Medical Alert Corp,1983-12-22,2011-12-22,Healthcare,2011-12-21
AMAF,Amstar Financial Services Inc,,2004-05-10,Financial,2004-05-10
AMAG,Amag Pharmaceuticals Inc,1978-07-25,2020-11-13,Healthcare,2020-11-13
AMAM,Ambrx Biopharma Inc,2021-06-18,2024-03-06,Healthcare,2024-03-06
AMAP,Autonavi Holdings Ltd.,2010-07-01,2014-07-17,Technology,2014-07-17
AMARQ,Amarillo Biosciences Inc,,2013-11-04,Technology,2013-11-04
AMBIQ,Ambipar Emergency Response,,2025-10-28,,2025-10-28
AMBK,American Bank Inc,1992-12-04,2007-07-09,Financial,2007-07-09
AMBTQ,Ambient Corp,,2015-08-03,Consumer Discretionary,2015-08-03
AMBWQ,Amf Bowling Inc,,2000-11-14,Industrials,2000-11-14
AMCC,Applied Micro Circuits Corp,1978-09-29,2017-01-26,Technology,2017-01-26
AMCF,Andatee China Marine Fuel Services Corp,2010-01-26,2015-09-01,Energy,2015-08-27
AMCO,Armco Metals Holdings Inc,1966-01-31,2016-07-22,Materials,2015-12-07
AMCP,Amcomp Inc,2006-02-10,2008-10-31,Communication Services,2008-10-31
AMCRY,Amcor Ltd.,1993-01-11,1999-04-19,Healthcare,2019-06-12
AMCS,Amicas Inc,1972-12-14,2010-04-28,Real Estate,2010-04-27
AMCVQ,American Classic Voyages Co.,,2001-10-17,Utilities,2001-10-17
AMED,Amedisys Inc,1973-01-05,2024-12-31,Healthcare,2025-08-14
AMEN,Amen Properties Inc,1987-08-28,2009-03-05,Real Estate,2009-03-05
AMEP,American Educational Products Inc,1990-04-09,2001-06-21,Communication Services,2001-06-20
AMESQ,Ames Department Stores Inc,,2001-08-20,Consumer Discretionary,2001-08-20
AMEV,Applied Molecular Evolution Inc,2000-07-27,2004-02-12,Technology,2004-02-12
AMFC,Amb Financial Corp,1986-04-04,2004-12-31,Financial,2004-12-31
AMFH,American Financial Holdings Inc,1999-11-30,2003-02-14,Financial,2003-02-14
AMFIQ,Amcore Financial Inc,,2010-08-10,Financial,2010-08-10
AMFW,Amec Foster Wheeler PLC,2014-11-25,2017-10-06,Energy,2017-10-06
AMGI,American Mold Guard Inc,1983-08-29,2008-04-17,Industrials,2011-03-14
AMGIA,Ascent Media Group Inc,2002-11-20,2003-07-01,Communication Services,2003-07-01
AMHI,American Healthchoice Inc,,1998-10-28,Healthcare,1998-10-28
AMHNE,Am-ch Inc,,2002-01-30,Industrials,2002-01-30
AMI,Alaris Medical Systems Inc,1962-07-02,2004-06-25,Healthcare,2004-06-25
AMIC,American Independence Corp,1980-12-23,2016-08-30,Materials,2016-08-30
AMIEQ,Ambassadors International Inc,,2012-04-24,Utilities,2012-04-24
AMIIQ,Acme Metals Inc,,2003-11-24,Materials,2003-11-24
AMIS,Amis Holdings Inc,1982-06-21,2008-03-17,Communication Services,2008-03-17
AMJ,Jp Morgan Chase Alerian,,2024-05-21,,2024-05-21
AMK,Assetmark Financial Holdings Inc,1962-07-02,2024-09-04,Financial,2024-09-04
AMLIF,American Lithium Corp,,2024-12-27,Materials,2024-12-27
AMLJ,Aml Communications Inc,1995-12-12,2002-08-20,Communication Services,2002-08-20
AMLN,Amylin Pharmaceuticals Inc,1992-01-17,2012-08-08,Healthcare,2012-08-08
AMMBQ,Amresco Inc,,2001-06-29,Financial,2001-06-29
AMMD,American Medical Systems Holdings Inc,1972-12-14,2011-06-17,Healthcare,2011-06-17
AMNB,American National Bankshares Inc,1999-04-23,2024-03-28,Financial,2024-03-28
AMNF,Armanino Foods Of Distinction Inc,,2005-08-12,Consumer Staples,2005-08-12
AMNI,American Noble Gas Inc,,2023-01-27,Energy,2023-01-27
AMNT,Amnet Mortgage Inc,1972-12-14,2005-12-12,Financial,2005-12-12
AMNUQ,Act Manufacturing Inc,,2001-12-24,Industrials,2001-12-24
AMOAQ,American Mortgage Acceptance Co.,,2008-11-14,Financial,2008-11-14
AMOV,America Movil SAB de CV,2001-02-08,2023-03-15,Communication Services,2023-03-15
AMPB,American Pacific Bank B,1990-03-29,2005-04-22,Financial,2005-04-20
AMPE,Ampio Pharmaceuticals Inc,2011-05-19,2024-04-12,Healthcare,2024-04-12
AMPI,Advanced Merger Partners Inc,1981-07-22,2022-12-14,Financial,2022-12-14
AMPLQ,Ampal-american Israel Corp,,2015-11-24,Energy,2015-11-24
AMPPQ,American Pad & Paper Co.,,1999-01-25,Materials,1999-01-25
AMPS,Altus Power Inc,2012-02-16,2024-12-31,Utilities,2025-04-15
AMPXQ,Ampex Corp,,2008-09-26,Technology,2008-09-26
AMRB,American River Bankshares,2000-10-26,2021-08-06,Financial,2021-08-06
AMRE,Amreit Inc,1972-12-14,2015-02-18,Real Estate,2015-02-18
AMRI,Albany Molecular Research Inc,1986-10-30,2017-08-31,Healthcare,2017-08-31
AMRQQ,Alta Mesa Resources Inc,,2020-06-09,Energy,2020-06-09
AMRSQ,Amyris Inc,,2023-08-18,Healthcare,2023-08-18
AMSG,Amsurg Corp,,2016-12-01,Healthcare,2016-12-01
AMSI,Artemis International Solutions Corp,1980-07-16,2001-02-12,Industrials,2006-06-30
AMSY,American Management Systems Inc,1979-04-27,2004-05-03,Technology,2004-05-03
AMTBB,Amerant Bancorp Inc,2018-10-24,2021-11-17,Financial,2021-11-17
AMTCQ,Ameritrans Capital Corp,,2020-08-06,,2020-08-06
AMTG,Apollo Residential Mortgage Inc,2011-07-22,2016-08-31,Financial,2016-08-31
AMTI,Applied Molecular Transport Inc,1995-03-01,2023-12-26,Industrials,2023-12-26
AMTY,Amerityre Corp,1986-06-10,2010-02-03,Industrials,2023-05-23
AMVC,Advanced Machine Vision Corp,1979-06-25,2000-07-12,Technology,2000-07-12
AMWT,Amwest Insurance Group Inc,,2001-04-17,Financial,2001-04-17
AMXC,Amx Corp,2001-08-30,2005-04-08,Technology,2005-04-08
AMXIQ,Amnex Inc,,1999-04-27,Utilities,1999-04-27
AMYT,Amryt Pharma PLC,2020-07-08,2023-04-11,Healthcare,2023-04-11
AMZ,American Medical Security Group Inc,1962-07-02,2004-12-13,Healthcare,2004-12-10
AMZGQ,American Eagle Energy Corp,,2015-07-13,Energy,2015-07-13
ANA,Acadiana Bancshares Inc,1962-07-02,2003-02-28,Financial,2003-02-28
ANAD,Anadigics Inc,1995-04-21,2016-03-15,Technology,2016-03-15
ANAT,American National Group Inc,1972-12-14,2022-05-24,Financial,2022-05-24
ANBC,Anb Corp,1991-04-16,2000-03-10,Communication Services,2000-03-10
ANCB,Anchor Bancorp,2011-01-26,2018-11-15,Financial,2018-11-15
ANCCQ,Airnet Communications Corp,,2006-10-12,Communication Services,2006-10-12
ANCJQ,Anc Rental Corp,,2001-11-12,Financial,2001-11-12
ANCR,Ancor Communications Inc,1994-05-03,2000-08-01,Communication Services,2000-08-01
ANCX,Access National Corp,2000-06-21,2019-01-31,Communication Services,2019-01-31
ANDB,Andover Bancorp Inc,1986-05-08,2001-10-31,Financial,2001-10-31
ANDR,Andrea Electronics Corp,,2022-07-07,Consumer Discretionary,2022-07-07
ANDS,Anadys Pharmaceuticals Inc,1975-04-24,2011-11-23,Healthcare,2011-11-23
ANDV,Andeavor,2017-08-01,2018-09-28,Energy,2018-09-28
ANDW,Andrew Corp,1980-06-19,2007-12-27,Communication Services,2007-12-27
ANDX,Andeavor Logistics Lp,2017-08-01,2019-07-29,Industrials,2019-07-29
ANEN,Anaren  Inc,1972-12-14,2014-02-14,Industrials,2014-02-14
ANFIF,Amira Nature Foods Ltd.,,2021-11-29,Consumer Staples,2021-11-29
ANH,Anworth Mortgage Asset Corp,1998-03-12,2021-03-19,Financial,2021-03-19
ANI,Audio Communications Network Inc,1997-12-10,1998-10-06,Communication Services,1998-10-06
ANIC,Anicom Inc,1995-02-23,2000-07-18,Financial,2000-07-18
ANLG,Analogy Inc,1972-12-14,2000-03-22,Technology,2000-03-22
ANLY,Analysts International Corp,1976-07-22,2013-10-11,Communication Services,2013-10-11
ANMP,Anacomp Inc,,2000-09-29,Financial,2000-09-29
ANN,Ann Inc,1991-05-17,2015-08-21,Consumer Discretionary,2015-08-21
ANNB,Annapolis Bancorp Inc,1995-03-27,2013-04-05,Financial,2013-04-05
ANNRF,Annuity & Life Re (holdings) Ltd.,,2009-09-28,Financial,2009-09-28
ANOR,Anormed Inc,2006-09-08,2006-11-07,Healthcare,2006-11-07
ANPIQ,Angiotech Pharmaceuticals Inc,,2011-05-18,Healthcare,2011-05-18
ANRG,Anergen Inc,1991-10-10,1999-02-11,Financial,1999-02-11
ANRZQ,Alpha Natural Resources Inc,,2016-07-26,Materials,2016-07-26
ANS,Airnet Systems Inc,1997-06-03,2008-06-10,Financial,2008-06-10
ANSI,Advanced Neuromodulation Systems Inc,1981-04-29,2005-11-29,Healthcare,2005-11-29
ANSLY,Ansell Ltd.,,2006-06-02,Industrials,2006-06-02
ANSS,Ansys Inc,1996-06-20,2024-12-31,Technology,2025-07-17
ANST,Ansoft Corp,1996-04-03,2008-07-31,Technology,2008-07-31
ANSVQ,Anesiva Inc,,2010-12-20,Healthcare,2010-12-20
ANSW,Answers Corp,2005-08-02,2011-04-14,Technology,2011-04-14
ANT,Anteon International Corp,2002-03-12,2006-06-08,Technology,2006-06-08
ANTH,Anthera Pharmaceuticals Inc,2010-03-01,2018-06-27,Healthcare,2018-06-27
ANTP,Phazar Corp,1998-02-02,2013-07-31,Communication Services,2013-07-31
ANTVY,Antenna Tv SA,,2003-06-24,Communication Services,2003-06-24
ANVGQ,Allied Nevada Gold Corp,,2015-10-21,Materials,2015-10-21
ANWWQ,Aegean Marine Petroleum Network Inc,,2018-11-05,Energy,2018-11-05
ANXB,Antex Biologics Inc,,2003-10-16,,2003-10-16
AOBI,American Oriental Bioengineering Inc,,2017-09-07,Industrials,2017-09-07
AOG,Alberta Energy Co Ltd.,1969-07-22,2009-05-08,Energy,2002-04-05
AOGSQ,Aurora Oil & Gas Corp,,2009-12-22,Energy,2009-12-22
AOI.A,Apple Orthodontix Inc,,2000-01-27,Technology,2000-01-27
AOL,Aol Inc,1962-07-02,2015-06-22,Technology,2015-06-22
AOLAQ,America Online Latin America Inc,,2006-07-12,Communication Services,2006-07-12
AONC,American Oncology Network Inc,2023-09-21,2024-06-07,Communication Services,2024-06-07
AONEQ,A123 Systems Inc,,2013-07-08,Energy,2013-07-08
AOPL,Apponline Com Inc,,2000-06-29,Technology,2000-06-29
AORGB,Allen Organ Co.,1972-12-14,2005-05-11,Communication Services,2006-09-06
AOT,Apogent Technologies Inc,1989-06-22,2004-08-02,Healthcare,2004-08-02
AOXG,Aoxing Pharmaceutical Company Inc,,2017-10-16,Healthcare,2017-10-16
APAB,Appalachian Bancshares Inc,2005-10-06,2009-10-22,Technology,2010-09-13
APAGF,Apco Oil & Gas International Inc,1983-04-25,2015-01-28,Energy,2015-01-28
APBL,Atlantic Premium Brands Ltd.,,2003-06-16,Consumer Staples,2003-06-16
APC,Anadarko Petroleum Corp,1962-07-02,2019-08-08,Energy,2019-08-08
APCC,American Power Conversion Corp,1988-07-22,2007-02-14,Utilities,2007-02-14
APCFY,Atlas South Sea Pearl Ltd.,1996-09-12,2007-07-20,Utilities,2008-01-14
APCO,Automobile Protection Corp Apco,1988-09-28,1999-07-20,Consumer Discretionary,1999-07-20
APCS,Alamosa Holdings Inc,1986-10-16,2006-02-01,Financial,2006-02-01
APCX,Apptech Payments Corp,2022-01-05,2024-12-31,Technology,2025-05-19
APE,Amc Entertainment Holdings Inc,,2023-08-24,Communication Services,2023-08-24
APEN,Apollo Endosurgery Inc,1972-12-14,2023-04-03,Healthcare,2023-04-03
APEX,Apex Global Brands Inc,1997-02-19,2020-11-04,Utilities,2021-04-05
APFC,American Pacific Corp,1981-03-27,2014-02-26,Financial,2014-02-26
APFH,Advancepierre Foods Holdings Inc,2016-07-15,2017-06-07,Consumer Staples,2017-06-07
APGB,Apollo Strategic Growth Capital Ii,2021-04-05,2023-11-27,Financial,2023-11-27
APGN,Apexigen Inc,2022-08-01,2023-08-22,,2023-08-22
APHA,Aphria Inc,2018-11-02,2021-04-30,Healthcare,2021-04-30
APHTQ,Aphton Corp,,2006-11-21,Healthcare,2006-11-21
APIC,Apigee Corp,1975-12-09,2016-11-09,Technology,2016-11-09
APK,Green A P Industries Inc,1962-07-02,1998-07-01,Industrials,1998-07-01
APKT,Acme Packet Inc,2006-10-13,2013-03-28,Technology,2013-03-28
APL,Atlas Pipeline Partners Lp,1962-07-02,2015-02-27,Energy,2015-02-27
APLN,At Plan Inc,1999-05-21,2001-02-02,Technology,2001-02-02
APLP,Archrock Partners Lp,2015-11-04,2018-04-26,,2018-04-26
APMC,Applied Microsystems Corp,1995-11-15,2003-01-02,Technology,2005-06-29
APNC,Apeiron Capital Investment Corp,,2023-01-30,Financial,2023-01-30
APNI,Alpine Group Inc,,2018-10-05,Industrials,2018-10-05
APNO,Alpha Innotech Corp,,2009-10-27,Industrials,2009-10-27
APOL,Apollo Education Group Inc,1979-06-18,2017-02-01,Financial,2017-02-01
APPB,Applebees International Inc,1989-09-20,2007-11-29,Technology,2007-11-29
APPCQ,American Apparel Inc,,2016-02-04,Consumer Discretionary,2016-02-04
APPHQ,Appharvest Inc,,2023-08-01,Technology,2023-08-01
APPHWQ,Appharvest Inc,,2023-08-01,Technology,2023-08-01
APQCF,Asia Pacific Resources Ltd.,1996-04-29,2001-01-16,Energy,2006-08-16
APR,Apria Inc,1968-07-23,2022-03-28,Financial,2022-03-28
APRN,Blue Apron Holdings Inc,2000-05-31,2023-11-10,Consumer Staples,2023-11-10
APRS,Apropos Technology Inc,2000-02-17,2005-11-25,Technology,2005-11-25
APS,Collegelink Com Incorp,1962-07-02,2001-05-21,Healthcare,2001-05-21
APTI,Apptio Inc,1986-12-11,2019-01-09,Technology,2019-01-09
APTOF,Aptose Biosciences Inc,,2025-04-01,Financial,2025-04-01
APTS,Preferred Apartment Communities Inc,1990-07-20,2022-06-23,Real Estate,2022-06-23
APTX,Aptinyx Inc,1997-09-15,2023-05-18,Healthcare,2023-05-18
APU,Amerigas Partners Lp,1995-04-12,2019-08-21,Energy,2019-08-21
APUUY,Asia Pulp & Paper Co Ltd.,,2001-04-04,Materials,2001-04-04
APW,Apw Ltd.,1965-05-12,2002-04-01,Industrials,2002-04-01
APWD,Applewoods Inc,1996-04-11,1998-11-06,Technology,1998-11-06
APWRQ,Astropower Inc,,2004-09-13,Utilities,2004-09-13
APXSQ,Golden Minerals Co.,,2009-03-16,Materials,2009-03-16
APYI,Aspyra Inc,,2010-04-27,Financial,2010-04-27
AQ,Aquantia Corp,2012-04-27,2019-09-18,Technology,2019-09-18
AQCR,Aqua Care Systems Inc,1993-10-14,2002-09-30,Healthcare,2002-09-30
AQCY,American Quantum Cycles Inc,,2000-10-12,Technology,2000-10-12
AQLA,Aquila Biopharmaceuticals Inc,1996-10-31,2000-11-16,Healthcare,2000-11-16
AQNA,Algonquin Power & Utilities Corp,,2023-11-03,Utilities,2023-11-03
AQNT,Aquantive Inc,1981-07-16,2007-08-10,Technology,2007-08-10
AQNU,Algonquin Power & Utilities Corp,,2024-06-14,Utilities,2024-06-14
AQP,Aquila Gas Pipeline Corp,1962-07-02,1999-05-13,Energy,1999-05-13
AQQSQ,American Spectrum Realty Inc,,2016-01-20,Real Estate,2016-01-20
AQUA,Evoqua Water Technologies Corp,1980-11-19,2023-05-23,Utilities,2023-05-23
ARA,American Renal Associates Holdings Inc,1963-06-07,2021-01-25,Healthcare,2021-01-22
ARAV,Aravive Inc,2018-10-16,2024-01-26,Healthcare,2024-01-26
ARBA,Ariba Inc,1999-06-23,2012-09-28,Technology,2012-09-28
ARBX,Arbinet Corp,2004-12-16,2011-02-28,Communication Services,2011-02-28
ARC,Arc Document Solutions Inc,1962-07-02,2024-11-21,Industrials,2024-11-21
ARCE,Arco Platform Ltd.,1978-12-12,2023-12-06,Technology,2023-12-06
ARCH,Arch Resources Inc,1972-12-14,2024-12-31,Materials,2025-01-13
ARCHQ,Arch Wireless Inc,,2002-05-29,Communication Services,2002-05-29
ARCK,Arbor Rapha Capital Bioholdings Corp I,2021-12-20,2023-01-12,,2023-01-12
ARCL,Archipelago Learning Inc,2009-11-20,2012-05-17,Communication Services,2012-05-17
ARCW,Arc Group Worldwide Inc,2007-04-10,2019-07-19,Communication Services,2019-07-19
ARD,Ardagh Group SA,1962-07-02,2021-10-05,Materials,2021-10-05
ARDI,@road Inc,2000-09-29,2007-02-16,Technology,2007-02-16
ARDMQ,Aradigm Corp,,2020-06-30,Healthcare,2020-06-30
ARDNA,Arden Group Inc,1986-06-18,2014-02-18,Financial,2014-02-19
ARDS,Aridis Pharmaceuticals Inc,2018-08-14,2023-07-18,Healthcare,2023-07-18
AREXQ,Approach Resources Inc,,2019-11-11,Technology,2019-11-11
ARG,Airgas Inc,1971-08-16,2016-05-20,Energy,2016-05-20
ARGA,Auriga Laboratories Inc,,2002-03-14,Industrials,2002-03-14
ARGD,Argo Group International Holdings Ltd.,,2025-09-12,Financial,2025-09-12
ARGO,Argo Group International Holdings Ltd.,2018-05-07,2023-11-15,Financial,2023-11-15
ARGSQ,Argos Therapeutics Inc,,2018-12-04,Healthcare,2018-12-04
ARGU,Argus Capital Corp,2021-11-12,2022-12-20,Communication Services,2022-12-20
ARGY,Argosy Education Group Inc,1999-03-09,2001-12-21,Healthcare,2001-12-19
ARIA,Ariad Pharmaceuticals Inc,1994-09-19,2017-02-15,Healthcare,2017-02-15
ARII,American Railcar Industries Inc,1972-12-14,2018-12-04,Industrials,2018-12-04
ARIS,Aris Water Solutions Inc,1972-12-14,2024-12-31,Utilities,2025-10-14
ARJ,Arch Chemicals Inc,1999-02-09,2011-10-20,Materials,2011-10-20
ARLCF,Arel Communications & Software Ltd.,1994-12-02,2000-08-27,Technology,2006-06-27
ARLZQ,Aralez Pharmaceuticals Inc,,2018-11-30,Healthcare,2018-11-30
ARMGQ,Arm Financial Group Inc,,1999-08-25,Financial,1999-08-25
ARMO,Armo Biosciences Inc,2018-01-26,2018-06-21,Healthcare,2018-06-21
ARMX,Aramex International Ltd.,1999-04-15,2002-04-08,Industrials,2002-04-03
ARN,Ares Capital Corp,1962-07-02,1996-11-25,Financial,2015-02-12
ARNA,Arena Pharmaceuticals Inc,2000-07-28,2022-03-10,Healthcare,2022-03-11
ARNC,Arconic Corp,2016-11-01,2023-08-17,Industrials,2023-08-17
AROPQ,Aeropostale Inc,,2018-04-17,Consumer Discretionary,2018-04-17
ARPI,American Residential Properties Inc,2013-05-09,2016-02-29,Real Estate,2016-02-29
ARPJQ,Atlas Resource Partners Lp,,2016-09-01,Financial,2016-09-01
ARPT,Arrowpoint Communications Inc,2000-03-31,2000-06-23,Communication Services,2000-06-23
ARQL,Arqule Inc,1996-10-16,2020-01-15,Healthcare,2020-01-15
ARRO,Arrow International Inc,1972-12-14,2007-10-01,Consumer Discretionary,2007-10-01
ARRS,Arris International PLC,2001-08-06,2019-04-03,Communication Services,2019-04-03
ARS,Aleris International Inc,1962-07-02,2006-12-19,Industrials,2006-12-19
ARST,Arcsight Inc,2008-02-14,2010-10-21,Technology,2010-10-22
ART,Artio Global Investors Inc,1962-07-02,2013-05-21,Communication Services,2013-05-21
ARTC,Arthrocare Corp,1982-11-01,2014-05-29,Healthcare,2014-05-29
ARTD,Artistdirect Inc,2000-03-28,2003-05-08,Communication Services,2003-05-08
ARTE,Artemis Strategic Investment Corp,1998-04-01,2023-11-03,Financial,2023-11-03
ARTEQ,Artes Medical Inc,,2008-12-24,Healthcare,2008-12-24
ARTG,Art Technology Group Inc,1972-12-14,2011-01-05,Technology,2011-01-05
ARTT,Advanced Radio Telecom Corp,1996-11-06,2001-03-29,Communication Services,2001-03-29
ARTX,Arotech Corp,1972-12-14,2019-12-18,Industrials,2019-12-18
ARU,Ares Capital Corp,,2017-05-22,Financial,2017-05-22
ARUN,Aruba Networks Inc,2007-03-27,2015-05-18,Communication Services,2015-05-18
ARV,Arvin Industries Inc,1962-07-02,2000-07-07,Consumer Discretionary,2000-07-07
